559;213;428;473;243;245;105;476;411;524;417;257
379;90;319;52;93;361;364;205;431;307;418;155
564;346;577;421;255;38;98;298;86;547;622;415
583;478;192;142;47;352;455;427;17;528;432;19
454;353;440;539;223;334;404;494;272;552;608;586
589;426;498;384;457;399;215;256;553;459;467;403
612;566;599;362;275;443;135;10;317;70;536;258
602;315;442;60;274;344;231;151;42;490;470;238
375;115;613;263;465;368;422;250;337;390;624;348
2;240;201;25;206;220;138;286;543;156;288;281
614;394;406;413;44;450;527;297;143;252;177;55
453;32;269;299;519;505;510;9;48;239;558;39
388;46;509;65;458;451;373;146;225;392;188;260
424;405;282;466;189;296;304;12;3;620;606;134
241;371;342;130;56;262;185;110;568;616;83;1
488;261;164;20;381;227;219;95;157;14;430;449
124;495;8;410;479;329;544;576;264;61;408;180
419;617;520;153;203;99;171;119;486;328;13;80
285;31;15;425;234;357;64;158;535;283;575;291
149;452;340;604;336;37;609;587;109;204;322;197
265;596;556;601;538;154;378;302;6;365;229;461
71;30;517;423;487;100;289;605;372;549;144;301
173;96;248;237;186;331;593;116;570;429;542;611
597;113;172;292;444;512;91;195;615;34;127;516
174;420;409;305;555;117;190;326;489;311;120;499
136;521;152;438;533;480;167;200;343;266;73;108
74;16;441;351;202;21;128;391;492;114;584;194
619;313;503;139;598;526;5;217;506;293;436;402
468;504;66;82;268;175;460;162;22;125;557;277
448;101;464;625;546;469;53;483;560;199;401;574
