30;249;537;190;67;269;282;587;522;142;450;127
437;292;219;603;263;236;51;471;56;510;525;466
308;386;239;66;83;340;530;251;255;31;13;545
385;3;146;610;143;446;492;199;574;215;135;229
358;395;191;560;207;304;416;244;253;80;103;125
324;257;9;359;85;467;552;26;342;330;521;565
192;131;205;511;211;11;202;145;32;582;540;473
277;618;197;55;443;201;558;370;58;458;356;132
457;19;544;381;75;588;366;463;619;166;362;81
152;482;392;314;93;154;46;592;52;351;230;470
30;249;537;190;67;269;282;587;522;142;450;127
437;292;219;603;263;236;51;471;56;510;525;466
308;386;239;66;83;340;530;251;255;31;13;545
385;3;146;610;143;446;492;199;574;215;135;229
358;395;191;560;207;304;416;244;253;80;103;125
324;257;9;359;85;467;552;26;342;330;521;565
192;131;205;511;211;11;202;145;32;582;540;473
277;618;197;55;443;201;558;370;58;458;356;132
457;19;544;381;75;588;366;463;619;166;362;81
152;482;392;314;93;154;46;592;52;351;230;470
30;249;537;190;67;269;282;587;522;142;450;127
437;292;219;603;263;236;51;471;56;510;525;466
308;386;239;66;83;340;530;251;255;31;13;545
385;3;146;610;143;446;492;199;574;215;135;229
358;395;191;560;207;304;416;244;253;80;103;125
324;257;9;359;85;467;552;26;342;330;521;565
192;131;205;511;211;11;202;145;32;582;540;473
277;618;197;55;443;201;558;370;58;458;356;132
457;19;544;381;75;588;366;463;619;166;362;81
152;482;392;314;93;154;46;592;52;351;230;470
